Id,ProductId,Score,Summary,Text,Sentimiento
407183,B00503DOWS,5,"Absolutely delicious, great taste, very fresh!","I absolutely love these. And I'm not particularly a fan of either oatmeal, walnuts, or raisins. They're that good, especially with a glass of cold milk.<br /><br />They're chewy, with a great consistency. They're sweet, without being cloying: you can taste the spice in them (cinnamon? allspice?), and it nicely complements the rest of the ingredients.<br /><br />Keep in mind that these aren't really ""healthy"" - or, the macronutrients and calories are comparable to a candy bar. Very high in simple carbohydrates, very calorically dense. They'd be ideal for hiking, running, cycling, etc. They're not very big, and definitely pricey for their size, but I think they're definitely",Positivo
407234,B00503DOWS,3,A Near-Miss,"Oatmeal cookie anyone? This Whenever Bar is gluten-free, wheat-free etc. etc. It all boils down to ""it's good for you."" The packaging is not so good for you with the individually wrapped bars. Surely a company so dedicated to healthy food can also be a bit more environmentally conscious.<br /><br />But the bar itself was tasty. It's very soft. Almost too soft really. When I read ""bar"", my mind assumes there will be some barness to the thing. This was very soft. I think my expectations would have been different if it was a Whenever Cookie.<br /><br />It smells and tastes like an oatmeal cookie. Loaded with raisins and walnuts, this bar made me feel like I was having a substantial snack. The fact that it is 180 calories in one bar with 9 grams of fat didn't feel all that healthy though.<br /><br />Overall, I have mixed feelings about this bar. I mean, it does taste good. It does deliver on flavor. I'm just not convinced it is the healthiest snack available for my money and calorie count. I doubt I'd buy these unless I had someone coming over who needed gluten-free snacks available.",Neutral
407263,B001NXOCRA,3,Not sure,"I am not sure this works better or is less harmful than using a tiny bit of soap mixed with water to clean produce. I don;t see all the nasty residue from cleaning my produce with this like I saw in the pictures. Those people must really buy disgusting food!! So It is ok, better tha nothing as I feed my baby alot of produce so I want it to be clean as possible. Also the green strainer in the picture came broken in the box, but I can still use it and didn't complain since it seemed like not too big a deal.",Neutral
407451,B000084F04,2,"A comparison to ""World's Greatest Litter""","I have used World's Greatest Litter for a couple years, and saw this on the shelves.  So I decided to try it.  Here was the result:<br /><br />1.  Swheat Scoop is cheaper than World's Greatest<br /><br />2.  Swheat Scoop is more fun to say.<br /><br />3.  Swheat Scoop is less dusty than World's Greatest<br /><br />Now for the bad part:<br /><br />1.  I am very allergic to the dust Swheat Scoop causes<br /><br />2.  The clumping sticks like glue to the bottom of the box, no matter how deep I filled it.<br /><br />3.  The instructions on how to use it were in the bottom of the bag, which didn't halp until I'd already used most of it.<br /><br />4.  The litter tracks much worse than World's Greatest, since the clumps are harder, they stick between paws easier, and are transported to all areas of the house.<br /><br />5.  The litter is harder, so when you step on a tiny clump with bare feet, it hurts more.  Only thing more painful is Litter Pearls.<br /><br />So overall, I am not impressed.  Your mileage may vary.",Negativo
407608,B001EO6CPI,3,Prefer the vanilla,"This stevia is good, dont get me wrong, but the chemical taste is more prevalent as opposed to the hazelnut or vanilla flavor, which probably seems ironic.. It just comes through stronger, i'm not sure why.<br /><br />It adds sweetness, so it does its job, but i like the effect of different flavors so i will probably stick to the toffee, vanilla and hazelnut flavors.",Neutral
407613,B001EO6CPI,1,useless,I put in 5 drops in my coffee and it did not change the taste one iota. Would like to return but it says that I can't,Negativo
407710,B001PMC3PM,3,Good Enough,This food is OK but the dogs don't like it that much.  They would rather have the beef variant.,Neutral
407723,B001PMC3PM,3,Seems to be fairly good for a commercial dog food,"I don't really have much confidence in any commercial pet food,  but the  ingredient list for Newmans's seems better than most.",Neutral
407726,B001PMC3PM,1,GOOD FOOD ...BAD PACKAGING,"just received a case of 12 chicken & brown rice formula...every single can was dented beyond use...this was a problem before and supposedly amazon was to get their shipping problem with this item corrected...it states that this item is not returnable although damaged, i wrote to amazon requesting a return label and credit ...will see what happens...i want to return the case of food so they can see the damage, there were 4 air pillows in the box but they had holes torn in them so they were flat and just laying on top of the food...ordered this product from another website while waiting for amazon to straighten out their shipping problem, the other company sent the order UPS and the case of food was surrounded by the Styrofoam pellets and not a dent one !...UPDATE... Amazon replace order, came UPS this time instead of USPS, air pillows were again torn and flat, but only one can barely dented,...Also, i opened one of the dented cans from the first order, bad smell and food was pulled away from the sides, so take care with dented cans of dog/cat food",Negativo
407734,B005W48BQE,1,ehh... taste very watery,"It taste like they put water in here.  i prefer monster espresso. it more creamy and delicious..<a href=""http://www.amazon.com/gp/product/B005QGBNEK"">4 Pack Monster X-Presso Energy - Hammer - 6.75oz.</a>",Negativo
407771,B000EMAZPO,3,Interesting but weak,Great price with 6 packs but it is really weak. It takes two tea bags to make the tea as strong as others.,Neutral
407815,B00170SLO4,1,Terrible Service,Have ordered this product straight from the company website and received nothing in the mail. Tried again to order the product this time working through amazon.com and still nothing came. This is just a poor company and I would never order from them again. If I could give them ZERO stars I would have,Negativo
407834,B000UGXWPE,1,Candy sticks were broken,Purchased the 80 count tutti frutti candy sticks for my wedding buffet..at least 60 were broken. Not happy and will have to purchase from somewhere else. Wasted my money & just going to throw these away..,Negativo
408192,B000GAUKNG,1,These contain sunflower oil.,I am returning these cranberries because the ingredients list did not indicate that this product contains sunflower oil.  Hopefully Amazon will change the ingredients list to indicate this.  I hope this helps someone else before buying.<br /><br />Amazon was good and is going to process a refund for me even though the system said this item can't be returned.,Negativo
408196,B002AJ5EB4,2,Not Worth It,"Okay...this ended up being a $12 bag of salty, baked cheese.  Seriously?! $6 for the bag and then $6 to ship it.  I didn't even realize until it showed up and I saw the packing slip!!<br /><br />Certainly not worth $12...not even $6.  I would say the most I would pay for these is $2 in a grocery store.  they simply were not that tasty.",Negativo
